locality,house_size,n_bedroom,n_bathroom,n_room,sale_cond,park_facil,utility_avail,street,mzzone,sales_price,built_year,age,buildtype_Commercial,buildtype_House,buildtype_Others
6,1909,2,1,5,1,0,3,2,6,13983698,2004,9,0,1,0
4,1591,2,1,4,1,0,1,3,5,14185008,1973,38,1,0,0
4,1674,2,1,4,3,1,3,2,3,15153210,1990,18,1,0,0
6,1730,1,1,4,2,0,1,3,6,14411810,1997,16,0,0,1
1,838,1,1,2,3,1,2,3,1,5666700,1989,22,0,0,1
4,1718,2,1,4,4,1,2,3,5,16928405,1996,11,1,0,0
4,1863,3,2,5,2,1,1,2,5,11520558,1960,48,0,0,1
3,746,1,1,2,5,1,2,2,6,9108112,1989,19,0,1,0
3,940,1,1,3,5,0,3,3,6,9890171,1994,16,0,1,0
7,1569,1,1,4,1,0,4,3,4,12659977,1999,12,0,0,1
5,2219,3,2,5,1,1,3,3,5,13088154,2002,8,0,1,0
1,843,1,1,2,5,0,2,3,1,5302573,1999,12,0,0,1
7,1779,1,1,4,2,0,1,1,6,13669875,1990,20,0,0,1
1,543,1,1,2,5,0,4,1,1,4806355,2000,10,1,0,0
5,2215,3,2,5,2,0,4,3,5,18916472,2004,6,1,0,0
1,551,1,1,2,2,1,4,2,1,5446174,1971,39,1,0,0
1,692,1,1,2,1,1,2,2,2,4732467,1977,33,0,1,0
5,2432,4,2,6,5,1,4,3,4,14846685,1984,24,0,0,1
3,892,1,1,3,4,0,3,3,4,11161821,1975,32,1,0,0
5,1734,2,1,4,4,1,2,2,6,16697698,1986,24,1,0,0
2,944,1,1,3,3,0,4,1,3,7366350,1983,24,0,0,1
4,1924,3,2,5,4,1,3,2,5,11772750,1984,25,0,1,0
6,1688,1,1,4,1,0,3,2,4,11046001,1970,39,0,1,0
5,1721,2,1,4,1,0,4,3,5,11372528,2002,9,0,0,1
3,745,1,1,2,5,1,2,3,4,11023219,1976,39,1,0,0
1,1590,2,2,4,3,1,4,2,2,12122995,1980,31,1,0,0
5,1719,2,1,4,1,1,2,2,6,16409727,1998,10,1,0,0
3,838,1,1,3,1,1,2,2,4,8187919,2002,6,0,1,0
5,1941,3,2,5,3,0,2,3,6,12671509,2003,7,0,0,1
3,1215,2,1,4,2,0,4,2,6,10982127,2003,9,0,0,1
1,926,1,1,3,5,1,3,2,1,5883803,1996,15,0,1,0
6,1609,1,1,4,3,0,4,1,4,12266915,2005,7,0,0,1
3,1226,2,1,4,2,1,1,2,4,10559336,2002,10,0,0,1
5,1478,2,1,4,5,0,3,3,6,10716953,1984,24,0,1,0
3,1041,1,1,3,1,1,4,2,6,14407601,2003,7,1,0,0
1,1420,2,2,4,5,0,4,3,4,8633100,1960,50,0,0,1
6,1933,2,1,5,5,0,4,3,6,23609988,1981,27,1,0,0
3,1093,1,1,3,2,0,3,2,6,9980696,1995,18,0,0,1
4,1683,2,1,4,3,0,1,2,3,8915659,1978,30,0,0,1
2,1165,1,1,3,4,1,1,2,1,7925395,1987,23,0,1,0
3,1083,1,1,3,5,0,3,2,6,13509998,1970,39,1,0,0
5,2004,3,2,5,1,0,4,2,5,10640344,1995,17,0,1,0
3,1102,1,1,3,1,1,1,2,5,9277236,1978,31,0,1,0
4,1565,2,1,4,3,1,4,3,3,14638030,1968,38,1,0,0
7,1938,2,1,5,5,0,2,1,5,13348867,1996,19,0,1,0
4,1615,2,1,4,2,0,1,3,4,9472061,2002,8,0,1,0
1,746,1,1,2,1,1,4,2,6,9643506,1974,38,1,0,0
3,824,1,1,3,5,1,3,1,5,12056044,2000,6,1,0,0
5,2432,4,2,6,2,1,2,3,5,14819916,1995,16,0,0,1
1,645,1,1,2,2,0,3,3,5,8037606,1976,34,1,0,0
4,1850,3,2,5,1,1,3,1,2,9589441,1988,19,0,0,1
5,1985,3,2,5,4,0,2,3,4,10348518,1990,21,0,1,0
1,1031,1,1,3,3,1,1,3,3,7484171,1998,14,0,1,0
4,1604,2,1,4,1,0,3,2,1,6676353,1980,30,0,1,0
2,640,1,1,2,5,1,1,1,3,9176092,1977,29,1,0,0
6,1666,1,1,4,5,1,1,1,5,14006756,1995,20,0,0,1
1,770,1,1,2,1,1,3,2,2,6763569,1962,49,1,0,0
7,1815,2,1,5,3,1,2,2,5,22118021,1999,11,1,0,0
5,2203,3,2,5,4,1,4,2,5,19355218,1986,22,1,0,0
1,1194,1,1,3,1,0,2,3,4,6859083,1976,34,0,1,0
4,1832,3,2,5,5,0,4,3,6,13250257,1999,12,0,0,1
1,639,1,1,2,3,0,3,3,4,7453638,1983,27,1,0,0
6,1638,1,1,4,3,0,3,1,5,11510740,1989,19,0,1,0
4,1800,2,1,4,1,0,1,3,6,16577533,1981,28,1,0,0
1,909,1,1,3,3,1,4,2,6,11011698,1995,16,1,0,0
1,1184,1,1,3,3,1,4,3,5,8812550,1975,36,0,1,0
4,1803,3,2,5,5,1,3,3,5,12106845,1975,31,0,1,0
3,713,1,1,2,2,0,2,3,6,8132410,1986,24,0,1,0
4,1624,2,1,4,2,1,4,1,1,7661842,1987,20,0,1,0
2,1077,1,1,3,3,1,4,3,3,10203590,1981,28,0,0,1
5,1729,2,1,4,1,0,3,3,4,9466131,1981,27,0,1,0
3,1065,1,1,3,1,0,3,3,4,12779078,1996,11,1,0,0
6,1671,1,1,4,5,1,2,1,5,12906116,1987,26,0,1,0
1,510,1,1,2,3,1,2,2,6,6965343,1966,43,0,0,1
2,1181,1,1,3,5,0,4,1,4,8968533,1986,24,0,1,0
3,758,1,1,2,4,0,2,2,4,9761788,1998,16,1,0,0
5,2156,3,2,5,3,1,2,2,5,13487958,1995,15,0,0,1
5,2004,3,2,5,5,1,2,2,6,12750883,1983,25,0,1,0
3,1067,1,1,3,1,1,1,2,4,8556373,1983,26,0,1,0
3,1085,1,1,3,2,0,4,2,5,8696330,1990,23,0,1,0
2,1064,1,1,3,1,0,2,3,6,14768466,2000,11,1,0,0
3,739,1,1,2,1,0,4,1,6,10148025,1984,23,1,0,0
6,1829,2,1,5,3,1,2,2,4,13359503,1985,29,0,1,0
7,1637,1,1,4,2,1,2,1,6,12476628,1967,44,0,1,0
2,763,1,1,2,3,0,3,3,5,8526191,1974,35,0,0,1
2,1138,1,1,3,3,0,2,2,3,8043127,1988,23,0,1,0
6,1724,1,1,4,1,1,2,3,5,13574681,1986,22,0,1,0
3,1017,1,1,3,4,1,2,1,5,9690812,1995,14,0,0,1
1,732,1,1,2,5,0,1,2,2,4208466,1960,50,0,0,1
4,1926,3,2,5,4,0,1,2,3,9998889,1963,41,0,0,1
3,958,1,1,3,5,0,3,3,5,9598220,1988,24,0,0,1
4,1938,3,2,5,2,0,4,1,2,8753600,1967,44,0,0,1
1,1362,2,2,4,3,0,1,2,6,8684222,1971,38,0,0,1
4,1627,2,1,4,5,0,4,1,3,9177596,1992,15,0,0,1
1,737,1,1,2,1,0,3,3,5,6446070,1975,34,0,1,0
3,726,1,1,2,5,0,4,3,6,11665684,1987,20,1,0,0
5,2189,3,2,5,4,1,3,2,4,11655770,1994,17,0,1,0
2,890,1,1,3,3,1,2,1,4,11531883,1980,31,1,0,0
3,810,1,1,3,2,0,3,1,6,7894050,2002,9,0,1,0
1,1592,2,2,4,1,1,3,1,1,6806379,2002,7,0,1,0
2,1245,2,2,4,5,0,1,2,1,8677972,2000,9,0,0,1
5,1479,2,1,4,2,0,2,3,5,13598977,1987,22,1,0,0
3,1259,2,1,4,5,1,2,3,6,12498231,1978,34,0,0,1
5,2042,3,2,5,2,1,4,2,5,13290757,1994,15,0,0,1
1,663,1,1,2,5,1,4,3,6,10544484,1982,27,1,0,0
5,2439,4,2,6,1,1,4,2,5,14325708,2002,7,0,0,1
7,1888,2,1,5,1,1,1,1,6,14673921,1967,42,0,0,1
1,1655,2,2,4,2,1,4,1,3,12223888,1986,26,1,0,0
2,1197,1,1,3,5,1,3,1,1,8456908,1978,29,0,0,1
2,966,1,1,3,1,1,3,1,5,13125607,2004,5,1,0,0
1,807,1,1,2,5,0,2,1,2,4154734,1977,32,0,0,1
3,862,1,1,3,1,1,2,2,5,11997954,1998,16,1,0,0
4,1625,2,1,4,5,0,4,1,5,14545712,1994,13,1,0,0
3,1143,1,1,3,3,0,4,2,4,12976211,1986,22,1,0,0
3,967,1,1,3,5,1,1,3,6,14514461,1995,12,1,0,0
3,1168,1,1,3,2,1,1,2,4,13508073,1974,38,1,0,0
4,1744,2,1,4,3,0,3,1,6,15997214,2000,7,1,0,0
4,1966,3,2,5,3,0,4,3,4,12012775,1997,14,0,0,1
4,1722,2,1,4,3,1,3,1,5,11233200,1992,17,0,0,1
4,1541,2,1,4,4,1,4,2,1,8283692,1952,52,0,0,1
5,1409,2,1,4,4,0,3,2,5,8938761,1986,23,0,1,0
5,1936,3,2,5,2,1,4,2,5,17476610,1997,11,1,0,0
5,2474,4,2,6,1,0,2,3,5,13585002,1997,11,0,0,1
3,1217,2,1,4,3,0,3,2,5,9111889,1969,37,0,1,0
3,1057,1,1,3,5,1,2,3,5,14471781,1983,29,1,0,0
3,955,1,1,3,4,0,1,3,6,13127531,1985,22,1,0,0
7,1608,1,1,4,5,1,3,1,6,20210984,1975,39,1,0,0
3,1010,1,1,3,2,0,4,1,5,7640720,1969,38,0,1,0
3,1170,1,1,3,2,0,3,3,6,14576235,1979,34,1,0,0
1,982,1,1,3,2,1,2,2,1,5314860,1965,44,0,0,1
1,763,1,1,2,2,0,2,2,6,6681826,1982,28,0,1,0
2,778,1,1,2,3,0,1,2,3,6131855,1974,33,0,1,0
1,1502,2,2,4,4,1,2,2,3,8208687,1991,19,0,1,0
2,1110,1,1,3,2,1,3,1,6,11286633,1997,12,0,0,1
3,759,1,1,2,2,0,4,1,6,7652323,1978,29,0,0,1
6,1789,1,1,4,4,1,2,3,6,22653010,1978,34,1,0,0
4,1884,3,2,5,1,1,1,1,5,16294505,1988,21,1,0,0
3,1181,1,1,3,5,1,1,3,5,11883656,2001,9,0,0,1
5,1567,2,1,4,1,0,2,3,6,10887651,1999,12,0,0,1
1,686,1,1,2,1,0,3,1,5,4996125,1974,37,0,1,0
4,1630,2,1,4,2,0,4,1,4,9071744,1985,23,0,0,1
5,1503,2,1,4,1,1,3,3,6,11470430,1998,11,0,1,0
4,1754,2,1,4,4,1,4,2,5,12056058,1986,18,0,0,1
1,1299,1,1,3,4,0,1,2,2,8680997,1962,49,1,0,0
3,983,1,1,3,5,1,4,1,5,9664188,1983,30,0,0,1
7,1708,1,1,4,3,1,1,3,6,21800136,1977,34,1,0,0
3,1230,2,1,4,4,1,2,3,5,15738359,1989,22,1,0,0
4,1760,2,1,4,5,1,1,3,2,15992925,2005,5,1,0,0
3,1180,1,1,3,4,1,2,2,4,8887098,1971,39,0,1,0
7,1915,2,1,5,3,1,3,2,6,16245454,1970,38,0,0,1
1,1533,2,2,4,4,0,2,1,6,11934473,1962,48,1,0,0
1,534,1,1,2,1,0,4,3,4,5743704,1981,29,0,0,1
5,1404,2,1,4,1,1,4,3,6,10985723,1987,22,0,1,0
3,949,1,1,3,4,1,1,1,4,8031524,1994,13,0,1,0
4,1876,3,2,5,1,0,3,1,5,9678437,1994,15,0,1,0
3,753,1,1,2,5,1,4,3,6,9618731,1968,40,0,1,0
3,993,1,1,3,5,1,3,1,6,9761975,1992,20,0,1,0
1,1257,1,1,3,1,0,4,3,3,7103304,2003,8,0,1,0
3,1280,2,1,4,1,1,2,2,6,15985206,1982,26,1,0,0
5,1337,2,1,4,3,1,4,3,4,9934535,1996,16,0,1,0
5,2325,4,2,6,3,0,4,2,6,12796780,1988,22,0,1,0
4,1946,3,2,5,4,1,3,1,6,12747863,1987,21,0,0,1
6,1719,1,1,4,2,1,3,2,4,12090508,1964,45,0,1,0
4,1636,2,1,4,4,1,2,3,5,16076850,1973,37,1,0,0
3,1264,2,1,4,5,1,4,2,5,16064011,1984,23,1,0,0
1,780,1,1,2,4,1,3,2,3,8049794,1981,30,1,0,0
5,2178,3,2,5,2,0,4,2,6,18339019,1979,29,1,0,0
1,1232,1,1,3,3,1,3,1,4,7853286,1986,25,0,0,1
1,762,1,1,2,4,0,3,1,2,3842786,1988,23,0,1,0
7,1934,2,1,5,2,1,3,2,5,14636337,2001,9,0,1,0
2,978,1,1,3,5,0,3,2,1,10756740,1982,26,1,0,0
5,2248,4,2,6,5,0,2,3,4,11654222,1987,22,0,1,0
6,1991,2,1,5,5,0,1,2,4,22311105,1996,12,1,0,0
1,573,1,1,2,1,1,4,1,5,5872791,1978,32,0,1,0
5,2496,4,2,6,3,1,4,3,5,21080868,1982,28,1,0,0
5,1931,3,2,5,3,0,2,3,4,11384038,1993,16,0,0,1
1,652,1,1,2,2,0,3,3,2,4916383,2006,6,0,1,0
3,770,1,1,2,4,1,2,2,5,8385960,1996,13,0,1,0
1,1323,1,1,3,2,0,4,2,4,10692402,1980,31,1,0,0
5,2180,3,2,5,1,0,3,2,5,11776523,1982,26,0,0,1
5,2458,4,2,6,5,0,3,2,5,19945452,1982,28,1,0,0
4,1684,2,1,4,5,1,1,3,3,10511821,1992,16,0,1,0
6,1556,1,1,4,3,0,4,1,6,19310650,2009,5,1,0,0
1,526,1,1,2,1,1,2,1,5,7408939,1998,13,1,0,0
3,714,1,1,2,4,1,1,1,6,10693959,1971,36,1,0,0
1,748,1,1,2,3,0,2,1,3,6081367,1976,34,1,0,0
2,635,1,1,2,4,0,2,1,1,6284309,1969,40,1,0,0
3,1137,1,1,3,2,1,1,2,5,10581798,1992,19,0,0,1
1,1132,1,1,3,3,1,2,1,5,7771124,1993,16,0,1,0
6,1804,2,1,5,4,1,1,1,4,13557054,1992,21,0,0,1
5,2327,4,2,6,4,0,4,2,5,12242111,1993,17,0,1,0
5,1966,3,2,5,4,1,2,3,5,12941196,1991,20,0,0,1
1,552,1,1,2,2,0,1,2,5,6955988,1990,21,1,0,0
5,1862,3,2,5,3,0,3,3,4,16007859,1992,16,1,0,0
4,1640,2,1,4,4,1,1,2,6,10769501,1970,37,0,1,0
3,1232,2,1,4,5,1,4,1,6,15892762,1999,14,1,0,0
3,799,1,1,2,2,1,2,3,4,8548937,1977,33,0,0,1
1,1114,1,1,3,3,0,2,2,2,5655328,1985,25,0,0,1
1,1444,2,2,4,3,0,4,2,3,6943913,1976,35,0,1,0
5,2369,4,2,6,5,1,2,3,5,14177928,1999,10,0,1,0
1,1642,2,2,4,3,0,3,2,6,13419919,1971,41,1,0,0
3,771,1,1,2,3,0,2,3,5,11153584,2002,8,1,0,0
4,1595,2,1,4,5,1,4,3,2,10047904,1998,14,0,1,0
7,1766,1,1,4,3,1,1,1,6,21358357,1975,37,1,0,0
4,1692,2,1,4,1,1,1,3,2,9926768,1981,24,0,0,1
7,1827,2,1,5,5,1,2,2,5,22258475,1974,36,1,0,0
3,1256,2,1,4,4,0,1,2,4,8932451,1997,12,0,1,0
4,1892,3,2,5,5,0,2,3,5,10954234,1965,46,0,1,0
7,1541,1,1,4,2,1,2,2,5,19252436,1980,33,1,0,0
2,798,1,1,2,1,0,1,2,3,6610860,1981,26,0,0,1
4,1845,3,2,5,3,1,4,3,2,10629450,1956,52,0,0,1
6,1519,1,1,4,3,0,3,3,5,12965462,1975,32,0,0,1
2,950,1,1,3,5,1,1,3,6,11516273,1999,9,0,1,0
1,910,1,1,3,4,0,2,2,5,7071281,2006,5,0,1,0
1,828,1,1,2,5,0,4,1,6,7459891,1988,22,0,0,1
6,1551,1,1,4,3,0,2,3,6,12557194,1981,33,0,1,0
3,831,1,1,3,3,1,4,2,6,10170170,1997,17,0,0,1
3,1196,1,1,3,1,0,3,2,4,13221862,1997,10,1,0,0
1,1589,2,2,4,4,0,3,3,3,7604363,1969,41,0,1,0
6,1874,2,1,5,5,1,4,3,5,15148240,1983,28,0,1,0
7,1867,2,1,5,4,1,2,1,5,21610323,1974,33,1,0,0
7,1909,2,1,5,1,1,4,1,4,21650915,1994,15,1,0,0
2,672,1,1,2,3,0,2,1,1,4630081,1989,19,0,0,1
6,1997,2,1,5,2,0,2,3,5,22962065,1990,24,1,0,0
6,1700,1,1,4,3,0,2,3,5,13956736,1990,23,0,0,1
5,1934,3,2,5,3,1,4,2,4,17140096,1988,21,1,0,0
6,1716,1,1,4,1,0,4,3,4,19878998,2004,5,1,0,0
3,736,1,1,2,5,0,4,1,4,9188148,1978,32,1,0,0
4,1505,2,1,4,4,0,4,2,3,8610100,1972,39,0,0,1
2,689,1,1,2,4,1,1,2,2,7265803,2005,5,0,0,1
3,862,1,1,3,3,0,3,1,5,7460507,1975,39,0,0,1
1,1320,1,1,3,5,1,2,1,4,8186022,1982,28,0,0,1
5,2300,4,2,6,3,0,4,3,4,13123849,1994,16,0,0,1
4,1697,2,1,4,4,0,1,3,2,9029490,1971,35,0,0,1
5,2178,3,2,5,1,0,2,3,5,11518089,1999,11,0,1,0
3,1229,2,1,4,5,0,2,3,5,10602400,2002,5,0,1,0
7,1549,1,1,4,4,0,1,2,4,17370938,1966,44,1,0,0
4,1911,3,2,5,4,0,2,2,1,8349395,2002,7,0,1,0
6,1654,1,1,4,1,0,1,2,6,13043162,1970,39,0,0,1
3,1224,2,1,4,2,0,3,2,6,9982752,1991,24,0,1,0
1,927,1,1,3,2,0,3,1,1,5904408,1986,25,1,0,0
3,1166,1,1,3,5,0,4,3,6,15443272,1995,14,1,0,0
2,900,1,1,3,5,1,3,2,5,10259915,1994,13,0,1,0
7,1924,2,1,5,4,0,1,2,4,14490276,2007,5,0,0,1
4,1527,2,1,4,3,0,2,2,2,12365200,1990,16,1,0,0
4,1773,2,1,4,3,0,1,2,2,8240334,1992,16,0,1,0
5,2187,3,2,5,3,1,2,3,4,18711016,1991,18,1,0,0
4,1574,2,1,4,3,1,4,2,4,14314642,1957,48,1,0,0
5,2235,4,2,6,2,1,3,2,5,19297924,1999,13,1,0,0
3,776,1,1,2,2,1,4,3,5,12098445,1992,17,1,0,0
2,1030,1,1,3,4,1,3,2,5,14380670,1984,25,1,0,0
3,791,1,1,2,3,1,1,1,6,9141054,2003,5,0,0,1
6,1600,1,1,4,5,0,2,2,5,18834836,1975,35,1,0,0
3,1270,2,1,4,2,0,3,2,4,8830036,1993,19,0,1,0
3,1150,1,1,3,3,0,3,2,4,9255825,1992,15,0,0,1
5,2369,4,2,6,4,1,2,2,6,20875295,1982,28,1,0,0
6,1814,2,1,5,2,1,4,1,5,21360690,1984,23,1,0,0
7,1925,2,1,5,5,0,1,3,6,23534529,1995,15,1,0,0
1,1217,1,1,3,5,1,2,1,1,6030024,2004,5,0,1,0
6,1668,1,1,4,3,0,1,2,4,11392178,1993,21,0,1,0
4,1668,2,1,4,1,1,4,3,4,10721416,1954,51,0,0,1
1,1435,2,2,4,3,1,2,2,3,11375276,1972,40,1,0,0
2,762,1,1,2,5,0,1,2,4,7619002,1975,36,0,0,1
4,1816,3,2,5,4,0,3,2,3,9895169,1985,26,0,0,1
3,1255,2,1,4,5,0,1,3,6,10611423,1977,37,0,1,0
5,2011,3,2,5,5,1,4,3,5,13457409,1981,28,0,0,1
4,1874,3,2,5,1,1,4,1,2,14788932,1978,26,1,0,0
4,1743,2,1,4,4,0,3,2,1,13160562,1988,18,1,0,0
6,1545,1,1,4,5,1,3,1,6,19848749,1991,22,1,0,0
3,782,1,1,2,2,1,3,2,6,12388322,2003,8,1,0,0
1,1349,2,2,4,3,1,4,2,1,7441052,2005,5,0,0,1
5,2443,4,2,6,4,0,4,2,5,12415419,1989,20,0,1,0
5,1696,2,1,4,4,1,3,2,4,10273110,1994,16,0,1,0
4,1727,2,1,4,5,0,3,3,2,13998859,1957,50,1,0,0
3,813,1,1,3,5,1,1,3,6,9854795,1980,33,0,1,0
6,1998,2,1,5,3,1,4,1,5,23476321,2008,6,1,0,0
5,1961,3,2,5,4,1,2,2,6,13184493,1995,16,0,0,1
5,2298,4,2,6,4,0,3,2,6,13401640,1982,29,0,0,1
1,1544,2,2,4,5,0,4,3,6,14552409,1998,11,1,0,0
6,1930,2,1,5,1,0,3,1,6,21440207,1991,19,1,0,0
2,642,1,1,2,3,1,3,3,4,8454118,1998,10,0,1,0
3,1066,1,1,3,2,0,4,1,4,11575230,1990,19,1,0,0
6,1673,1,1,4,5,1,1,3,6,15393926,1967,40,0,0,1
6,1829,2,1,5,2,1,3,1,6,13809842,1980,34,0,1,0
1,616,1,1,2,3,0,1,3,4,7111748,1981,30,1,0,0
2,713,1,1,2,5,0,3,3,3,7469926,1969,37,0,0,1
3,838,1,1,3,3,0,3,3,5,8715055,1981,25,0,0,1
4,1804,3,2,5,1,1,4,1,3,15119515,2001,9,1,0,0
6,1840,2,1,5,4,1,1,1,5,14299783,1984,29,0,0,1
2,876,1,1,3,5,1,1,1,3,8294846,1991,17,0,0,1
1,1213,1,1,3,2,0,2,2,4,6986571,1975,35,0,0,1
4,1541,2,1,4,2,0,4,1,1,5830822,1963,45,0,1,0
1,1401,2,2,4,5,0,4,2,5,8461168,1970,41,0,1,0
4,1637,2,1,4,1,0,3,2,3,9078924,1986,18,0,0,1
3,1299,2,1,4,4,1,3,3,6,12319008,2005,4,0,1,0
1,1160,1,1,3,2,0,3,2,5,10030128,1968,43,1,0,0
3,770,1,1,2,1,1,2,2,6,8925994,1998,12,0,1,0
1,1496,2,2,4,4,1,4,2,6,10318133,1989,22,0,1,0
3,911,1,1,3,1,1,1,2,4,8769214,1993,14,0,0,1
7,1763,1,1,4,1,1,4,2,4,12657942,1979,32,0,1,0
3,858,1,1,3,3,1,1,3,4,9217410,1992,19,0,0,1
4,1943,3,2,5,3,0,1,3,3,15832291,1981,29,1,0,0
4,1920,3,2,5,5,0,2,1,3,9270771,1953,52,0,0,1
1,672,1,1,2,4,1,3,1,4,5944040,1991,18,0,1,0
3,912,1,1,3,4,1,2,3,5,10321347,2000,7,0,0,1
1,584,1,1,2,1,1,4,1,2,5339689,1965,45,1,0,0
5,2222,4,2,6,1,1,4,3,5,19643910,2005,6,1,0,0
6,1939,2,1,5,4,1,1,1,5,22343040,1983,29,1,0,0
1,1420,2,2,4,1,0,3,3,2,7403795,2005,7,0,0,1
6,1993,2,1,5,2,1,1,2,5,14199523,1974,36,0,1,0
7,1818,2,1,5,2,1,3,1,6,13851385,1984,28,0,1,0
1,1459,2,2,4,1,1,4,2,1,10047353,1960,50,1,0,0
4,1889,3,2,5,4,1,3,2,1,9406405,1989,20,0,1,0
3,1155,1,1,3,3,1,3,1,6,10224803,1996,18,0,1,0
6,1707,1,1,4,5,1,4,3,4,21215220,1988,25,1,0,0
2,896,1,1,3,4,0,2,3,1,6506316,1994,16,0,1,0
4,1972,3,2,5,2,0,3,1,6,10745349,1994,14,0,1,0
4,1506,2,1,4,2,1,4,1,4,8628630,1966,41,0,1,0
3,868,1,1,3,3,1,1,3,5,8885312,1975,38,0,1,0
6,1661,1,1,4,5,1,3,1,4,19675497,1992,18,1,0,0
3,962,1,1,3,5,1,2,2,4,12890794,1993,15,1,0,0
5,1609,2,1,4,1,1,2,3,6,11910925,1988,22,0,0,1
3,1250,2,1,4,2,1,3,3,4,10696986,2002,5,0,1,0
6,1796,1,1,4,3,1,3,3,4,14586896,1966,45,0,0,1
1,909,1,1,3,2,0,2,2,4,6171924,1983,27,0,0,1
4,1930,3,2,5,5,0,1,3,6,12458060,1962,44,0,0,1
6,2000,2,1,5,3,0,2,3,4,22062106,1986,23,1,0,0
2,949,1,1,3,2,1,3,1,1,6951441,1979,28,0,0,1
6,1639,1,1,4,3,0,3,3,4,18569776,1970,40,1,0,0
3,923,1,1,3,4,1,1,1,5,8027324,1970,39,0,1,0
1,502,1,1,2,4,0,2,2,3,5653218,1993,18,1,0,0
4,1511,2,1,4,4,1,1,3,5,10919578,1989,16,0,1,0
2,873,1,1,3,3,1,2,2,5,13207519,1998,12,1,0,0
5,2155,3,2,5,4,0,4,3,5,11800789,1984,24,0,1,0
2,647,1,1,2,5,1,2,2,3,7478209,1991,16,0,1,0
3,934,1,1,3,3,1,3,1,6,9668950,1993,21,0,0,1
5,2251,4,2,6,5,1,4,2,6,13797844,1985,26,0,1,0
1,670,1,1,2,5,1,1,1,2,4752189,1990,20,0,1,0
1,1343,2,2,4,2,0,1,1,1,8047685,1974,36,1,0,0
3,1021,1,1,3,4,1,3,1,5,12983253,1996,18,1,0,0
1,882,1,1,2,1,0,3,1,2,5839184,1962,48,1,0,0
4,1573,2,1,4,5,0,2,1,4,8473977,1987,20,0,1,0
6,1979,2,1,5,4,0,3,1,4,21092715,1994,20,1,0,0
7,1926,2,1,5,4,0,4,1,6,21868203,1980,31,1,0,0
1,1347,2,2,4,1,0,3,1,5,6775562,1962,50,0,1,0
7,1760,1,1,4,2,1,1,2,4,20207596,1979,29,1,0,0
5,1776,2,1,4,5,1,3,2,4,16003065,1986,24,1,0,0
3,1037,1,1,3,2,1,3,2,6,10444577,1997,12,0,1,0
1,1365,2,2,4,2,1,4,2,2,8201398,2004,6,0,0,1
1,1179,1,1,3,4,0,3,1,6,10714802,1997,14,1,0,0
6,1514,1,1,4,1,1,1,2,4,12661011,2001,9,0,0,1
3,1103,1,1,3,1,1,3,1,6,14071578,1995,11,1,0,0
3,878,1,1,3,2,0,3,3,6,9318879,1977,36,0,0,1
6,1571,1,1,4,4,0,1,2,5,18174476,1974,34,1,0,0
4,1502,2,1,4,2,0,1,2,3,7818735,1954,53,0,0,1
4,1737,2,1,4,4,0,3,1,1,8134317,2000,7,0,0,1
1,1252,1,1,3,3,1,1,3,6,10508256,1999,10,0,0,1
1,1584,2,2,4,5,1,2,2,1,7460040,1982,28,0,1,0
6,1658,1,1,4,2,0,1,2,6,13049067,1966,42,0,0,1
6,1833,2,1,5,2,1,1,3,6,23088741,1983,29,1,0,0
3,1057,1,1,3,2,1,3,3,6,10604615,1976,33,0,1,0
1,871,1,1,2,4,0,1,1,6,6893840,1991,19,0,0,1
3,844,1,1,3,5,0,2,1,5,7999152,1995,19,0,0,1
6,1741,1,1,4,5,0,3,3,6,21630078,1976,33,1,0,0
5,2497,4,2,6,4,1,4,3,5,15114904,1987,22,0,0,1
1,1265,1,1,3,3,0,3,1,5,7274137,2000,11,0,1,0
6,1769,1,1,4,5,1,1,3,6,16215259,1989,22,0,0,1
7,1902,2,1,5,4,1,3,1,4,14331637,1980,28,0,0,1
5,1895,3,2,5,3,0,2,3,6,17127334,1988,22,1,0,0
5,1531,2,1,4,1,1,4,3,4,14678995,1991,17,1,0,0
4,1838,3,2,5,5,0,1,3,3,10095390,1958,53,0,0,1
2,1288,2,2,4,3,0,4,3,5,11099671,1995,13,0,1,0
6,1738,1,1,4,1,0,4,2,6,13786334,1970,42,0,0,1
1,1010,1,1,3,4,1,2,1,1,7174123,1967,43,1,0,0
2,909,1,1,3,3,0,4,2,1,10243837,2004,7,1,0,0
4,1635,2,1,4,5,1,1,1,4,14487130,1971,35,1,0,0
1,744,1,1,2,5,0,2,3,3,5576340,1964,48,0,0,1
1,945,1,1,3,5,0,2,2,2,5188050,1994,18,0,1,0
3,1063,1,1,3,3,1,1,3,6,10384903,1982,31,0,1,0
6,1823,2,1,5,4,0,2,1,5,19982115,1966,43,1,0,0
5,1358,2,1,4,3,0,2,3,5,9864834,1996,14,0,0,1
4,1870,3,2,5,5,0,4,3,1,8953358,1977,29,0,1,0
3,1207,2,1,4,3,0,4,2,4,9286513,1977,33,0,0,1
6,1892,2,1,5,2,0,4,1,4,13815341,2006,5,0,0,1
4,1857,3,2,5,3,0,4,3,4,11200329,1974,31,0,0,1
2,1296,2,2,4,3,1,4,1,6,12269035,1983,27,0,0,1
3,1012,1,1,3,3,1,3,2,4,8681788,1984,27,0,1,0
3,733,1,1,2,5,0,4,3,4,7612644,1985,23,0,1,0
1,1224,1,1,3,1,1,4,2,6,12235845,1976,35,1,0,0
